ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
15-02-2014,1446.998062,-2495.702587,3192.112331,1446.998062,1446.998062,-1228.902195,-1228.902195,-1228.902195,21.96802764,21.96802764,21.96802764,-1250.870223,-1250.870223,-1250.870223,0,0,0,218.0958664
16-02-2014,1447.139927,-2591.011635,3049.435353,1447.139927,1447.139927,-1086.346782,-1086.346782,-1086.346782,203.7542451,203.7542451,203.7542451,-1290.101027,-1290.101027,-1290.101027,0,0,0,360.7931453
17-02-2014,1447.281792,-2085.888105,3224.063717,1447.281792,1447.281792,-907.2555781,-907.2555781,-907.2555781,411.5590087,411.5590087,411.5590087,-1318.814587,-1318.814587,-1318.814587,0,0,0,540.0262142
18-02-2014,1447.423658,-2641.836807,2642.434679,1447.423658,1447.423658,-1507.259573,-1507.259573,-1507.259573,-171.2908683,-171.2908683,-171.2908683,-1335.968705,-1335.968705,-1335.968705,0,0,0,-59.8359152
20-02-2014,1447.707388,-2324.809425,3252.178094,1447.707388,1447.707388,-1176.836023,-1176.836023,-1176.836023,155.7413792,155.7413792,155.7413792,-1332.577402,-1332.577402,-1332.577402,0,0,0,270.8713652
21-02-2014,1447.849254,-2126.177267,3170.254362,1447.849254,1447.849254,-891.4080457,-891.4080457,-891.4080457,419.7405272,419.7405272,419.7405272,-1311.148573,-1311.148573,-1311.148573,0,0,0,556.441208
22-02-2014,1447.991119,-2424.778798,3146.907912,1447.991119,1447.991119,-1254.447674,-1254.447674,-1254.447674,21.96802764,21.96802764,21.96802764,-1276.415702,-1276.415702,-1276.415702,0,0,0,193.543445
23-02-2014,1448.132984,-2224.044187,3222.183832,1448.132984,1448.132984,-1024.849498,-1024.849498,-1024.849498,203.7542451,203.7542451,203.7542451,-1228.603743,-1228.603743,-1228.603743,0,0,0,423.2834866
24-02-2014,1448.27485,-2002.650411,3416.589163,1448.27485,1448.27485,-756.6441066,-756.6441066,-756.6441066,411.5590087,411.5590087,411.5590087,-1168.203115,-1168.203115,-1168.203115,0,0,0,691.6307433
27-02-2014,1448.700446,-2259.902066,3295.971117,1448.700446,1448.700446,-764.3627766,-764.3627766,-764.3627766,155.7413792,155.7413792,155.7413792,-920.1041558,-920.1041558,-920.1041558,0,0,0,684.3376696
01-03-2014,1448.984177,-1768.790831,3546.126325,1448.984177,1448.984177,-689.4136985,-689.4136985,-689.4136985,21.96802764,21.96802764,21.96802764,-711.3817262,-711.3817262,-711.3817262,0,0,0,759.5704786
02-03-2014,1449.126043,-1806.760324,3783.619028,1449.126043,1449.126043,-394.9055167,-394.9055167,-394.9055167,203.7542451,203.7542451,203.7542451,-598.6597618,-598.6597618,-598.6597618,0,0,0,1054.220526
03-03-2014,1449.267908,-1487.051446,4295.360354,1449.267908,1449.267908,-71.14716881,-71.14716881,-71.14716881,411.5590087,411.5590087,411.5590087,-482.7061776,-482.7061776,-482.7061776,0,0,0,1378.120739
04-03-2014,1449.409773,-1774.095448,3700.785253,1449.409773,1449.409773,-536.6460695,-536.6460695,-536.6460695,-171.2908683,-171.2908683,-171.2908683,-365.3552013,-365.3552013,-365.3552013,0,0,0,912.7637039
05-03-2014,1449.551639,-2749.557112,2914.747029,1449.551639,1449.551639,-1289.928955,-1289.928955,-1289.928955,-1041.47232,-1041.47232,-1041.47232,-248.4566351,-248.4566351,-248.4566351,0,0,0,159.6226842
07-03-2014,1449.83537,-819.0050691,4661.724053,1449.83537,1449.83537,396.4787304,396.4787304,396.4787304,419.7405272,419.7405272,419.7405272,-23.26179673,-23.26179673,-23.26179673,0,0,0,1846.3141
10-03-2014,1450.260966,-558.2251347,4971.513015,1450.260966,1450.260966,679.7569187,679.7569187,679.7569187,411.5590087,411.5590087,411.5590087,268.19791,268.19791,268.19791,0,0,0,2130.017885
11-03-2014,1450.402832,-1122.323629,4346.673118,1450.402832,1450.402832,176.0737603,176.0737603,176.0737603,-171.2908683,-171.2908683,-171.2908683,347.3646285,347.3646285,347.3646285,0,0,0,1626.476592
14-03-2014,1450.828428,-408.2194678,5029.650286,1450.828428,1450.828428,936.999859,936.999859,936.999859,419.7405272,419.7405272,419.7405272,517.2593319,517.2593319,517.2593319,0,0,0,2387.828287
15-03-2014,1450.970293,-718.8562983,4656.360102,1450.970293,1450.970293,571.5836643,571.5836643,571.5836643,21.96802764,21.96802764,21.96802764,549.6156366,549.6156366,549.6156366,0,0,0,2022.553958
16-03-2014,1451.112159,-374.4812042,4874.757738,1451.112159,1451.112159,773.3169085,773.3169085,773.3169085,203.7542451,203.7542451,203.7542451,569.5626633,569.5626633,569.5626633,0,0,0,2224.429067
17-03-2014,1451.254024,-130.2369344,5301.444369,1451.254024,1451.254024,988.8514741,988.8514741,988.8514741,411.5590087,411.5590087,411.5590087,577.2924654,577.2924654,577.2924654,0,0,0,2440.105498
18-03-2014,1451.39589,-1091.506605,4489.450618,1451.39589,1451.39589,401.9303092,401.9303092,401.9303092,-171.2908683,-171.2908683,-171.2908683,573.2211775,573.2211775,573.2211775,0,0,0,1853.326199
19-03-2014,1451.537755,-1695.08954,3771.306379,1451.537755,1451.537755,-483.4989087,-483.4989087,-483.4989087,-1041.47232,-1041.47232,-1041.47232,557.9734109,557.9734109,557.9734109,0,0,0,968.0388465
21-03-2014,1451.821486,-483.9302706,4966.880318,1451.821486,1451.821486,917.1060998,917.1060998,917.1060998,419.7405272,419.7405272,419.7405272,497.3655726,497.3655726,497.3655726,0,0,0,2368.927586
22-03-2014,1451.963352,-977.9444927,4575.255496,1451.963352,1451.963352,476.0669224,476.0669224,476.0669224,21.96802764,21.96802764,21.96802764,454.0988947,454.0988947,454.0988947,0,0,0,1928.030274
23-03-2014,1452.105217,-707.4781054,4681.077316,1452.105217,1452.105217,607.5404626,607.5404626,607.5404626,203.7542451,203.7542451,203.7542451,403.7862174,403.7862174,403.7862174,0,0,0,2059.64568
24-03-2014,1452.247082,-519.7100735,5008.810906,1452.247082,1452.247082,759.2878958,759.2878958,759.2878958,411.5590087,411.5590087,411.5590087,347.7288871,347.7288871,347.7288871,0,0,0,2211.534978
25-03-2014,1452.388948,-1107.76114,4501.648416,1452.388948,1452.388948,115.9828475,115.9828475,115.9828475,-171.2908683,-171.2908683,-171.2908683,287.2737158,287.2737158,287.2737158,0,0,0,1568.371795
26-03-2014,1452.530813,-2025.767226,3399.721442,1452.530813,1452.530813,-817.6913072,-817.6913072,-817.6913072,-1041.47232,-1041.47232,-1041.47232,223.7810124,223.7810124,223.7810124,0,0,0,634.8395061
28-03-2014,1452.814544,-876.8559537,4857.152424,1452.814544,1452.814544,512.7462072,512.7462072,512.7462072,419.7405272,419.7405272,419.7405272,93.00568006,93.00568006,93.00568006,0,0,0,1965.560751
29-03-2014,1452.95641,-1288.236901,4066.231539,1452.95641,1452.95641,50.20594414,50.20594414,50.20594414,21.96802764,21.96802764,21.96802764,28.2379165,28.2379165,28.2379165,0,0,0,1503.162354
30-03-2014,1453.098275,-914.4873364,4273.526657,1453.098275,1453.098275,169.1641543,169.1641543,169.1641543,203.7542451,203.7542451,203.7542451,-34.59009087,-34.59009087,-34.59009087,0,0,0,1622.262429
31-03-2014,1453.240141,-811.4070265,4767.860542,1453.240141,1453.240141,317.0790678,317.0790678,317.0790678,411.5590087,411.5590087,411.5590087,-94.47994099,-94.47994099,-94.47994099,0,0,0,1770.319208
01-04-2014,1453.382006,-1686.542995,3866.724506,1453.382006,1453.382006,-321.8632716,-321.8632716,-321.8632716,-171.2908683,-171.2908683,-171.2908683,-150.5724034,-150.5724034,-150.5724034,0,0,0,1131.518734
02-04-2014,1453.523871,-2416.63343,2878.795716,1453.523871,1453.523871,-1243.633315,-1243.633315,-1243.633315,-1041.47232,-1041.47232,-1041.47232,-202.1609957,-202.1609957,-202.1609957,0,0,0,209.8905562
03-04-2014,1453.665737,-1350.027513,4134.664977,1453.665737,1453.665737,-92.95983292,-92.95983292,-92.95983292,155.7413792,155.7413792,155.7413792,-248.7012121,-248.7012121,-248.7012121,0,0,0,1360.705904
04-04-2014,1453.807602,-1287.282694,4222.559772,1453.807602,1453.807602,129.9252341,129.9252341,129.9252341,419.7405272,419.7405272,419.7405272,-289.8152931,-289.8152931,-289.8152931,0,0,0,1583.732836
05-04-2014,1453.949468,-1502.293891,3702.8291,1453.949468,1453.949468,-303.3245195,-303.3245195,-303.3245195,21.96802764,21.96802764,21.96802764,-325.2925471,-325.2925471,-325.2925471,0,0,0,1150.624948
06-04-2014,1454.091333,-1238.410078,4017.212943,1454.091333,1454.091333,-151.3311031,-151.3311031,-151.3311031,203.7542451,203.7542451,203.7542451,-355.0853482,-355.0853482,-355.0853482,0,0,0,1302.76023
07-04-2014,1454.233199,-1399.87408,4244.242548,1454.233199,1454.233199,32.25796414,32.25796414,32.25796414,411.5590087,411.5590087,411.5590087,-379.3010446,-379.3010446,-379.3010446,0,0,0,1486.491163
08-04-2014,1454.375064,-1771.018906,3680.481037,1454.375064,1454.375064,-569.4809817,-569.4809817,-569.4809817,-171.2908683,-171.2908683,-171.2908683,-398.1901134,-398.1901134,-398.1901134,0,0,0,884.8940825
11-04-2014,1454.800661,-1202.615373,4068.352883,1454.800661,1454.800661,-7.470911881,-7.470911881,-7.470911881,419.7405272,419.7405272,419.7405272,-427.211439,-427.211439,-427.211439,0,0,0,1447.329749
12-04-2014,1454.942526,-1649.339606,3637.880845,1454.942526,1454.942526,-407.6069953,-407.6069953,-407.6069953,21.96802764,21.96802764,21.96802764,-429.5750229,-429.5750229,-429.5750229,0,0,0,1047.335531
13-04-2014,1455.084391,-1594.145929,3889.316755,1455.084391,1455.084391,-225.6393785,-225.6393785,-225.6393785,203.7542451,203.7542451,203.7542451,-429.3936236,-429.3936236,-429.3936236,0,0,0,1229.445013
15-04-2014,1455.368122,-1760.886594,3382.945069,1455.368122,1455.368122,-595.5352267,-595.5352267,-595.5352267,-171.2908683,-171.2908683,-171.2908683,-424.2443584,-424.2443584,-424.2443584,0,0,0,859.8328956
16-04-2014,1455.509988,-2811.004003,2668.753028,1455.509988,1455.509988,-1462.147688,-1462.147688,-1462.147688,-1041.47232,-1041.47232,-1041.47232,-420.6753685,-420.6753685,-420.6753685,0,0,0,-6.637700348
18-04-2014,1455.793719,-1322.020594,4169.222665,1455.793719,1455.793719,4.991351593,4.991351593,4.991351593,419.7405272,419.7405272,419.7405272,-414.7491756,-414.7491756,-414.7491756,0,0,0,1460.78507
19-04-2014,1455.935585,-1488.747072,3854.283771,1455.935585,1455.935585,-391.5080547,-391.5080547,-391.5080547,21.96802764,21.96802764,21.96802764,-413.4760824,-413.4760824,-413.4760824,0,0,0,1064.42753
20-04-2014,1456.077451,-1391.333841,3964.126465,1456.077451,1456.077451,-210.1540379,-210.1540379,-210.1540379,203.7542451,203.7542451,203.7542451,-413.908283,-413.908283,-413.908283,0,0,0,1245.923413
21-04-2014,1456.219317,-1537.633596,4239.555645,1456.219317,1456.219317,-4.795989334,-4.795989334,-4.795989334,411.5590087,411.5590087,411.5590087,-416.3549981,-416.3549981,-416.3549981,0,0,0,1451.423328
22-04-2014,1456.361183,-1804.944979,3514.016074,1456.361183,1456.361183,-592.3077933,-592.3077933,-592.3077933,-171.2908683,-171.2908683,-171.2908683,-421.016925,-421.016925,-421.016925,0,0,0,864.0533898
23-04-2014,1456.503049,-2798.471844,2679.337132,1456.503049,1456.503049,-1469.455292,-1469.455292,-1469.455292,-1041.47232,-1041.47232,-1041.47232,-427.9829719,-427.9829719,-427.9829719,0,0,0,-12.95224235
25-04-2014,1456.786781,-1414.954293,4214.967274,1456.786781,1456.786781,-28.888034,-28.888034,-28.888034,419.7405272,419.7405272,419.7405272,-448.6285612,-448.6285612,-448.6285612,0,0,0,1427.898747
26-04-2014,1456.928647,-1508.027567,3717.178406,1456.928647,1456.928647,-439.977182,-439.977182,-439.977182,21.96802764,21.96802764,21.96802764,-461.9452096,-461.9452096,-461.9452096,0,0,0,1016.951466
28-04-2014,1457.21238,-1275.311963,3999.937591,1457.21238,1457.21238,-81.40001233,-81.40001233,-81.40001233,411.5590087,411.5590087,411.5590087,-492.9590211,-492.9590211,-492.9590211,0,0,0,1375.812367
29-04-2014,1457.354246,-2032.562761,3622.491947,1457.354246,1457.354246,-681.0749034,-681.0749034,-681.0749034,-171.2908683,-171.2908683,-171.2908683,-509.7840351,-509.7840351,-509.7840351,0,0,0,776.2793425
30-04-2014,1457.496112,-2998.935931,2659.418659,1457.496112,1457.496112,-1568.285935,-1568.285935,-1568.285935,-1041.47232,-1041.47232,-1041.47232,-526.8136152,-526.8136152,-526.8136152,0,0,0,-110.7898229
02-05-2014,1457.779844,-1325.03656,4091.225006,1457.779844,1457.779844,-139.5319348,-139.5319348,-139.5319348,419.7405272,419.7405272,419.7405272,-559.272462,-559.272462,-559.272462,0,0,0,1318.247909
03-05-2014,1457.92171,-1616.992814,3875.370588,1457.92171,1457.92171,-551.6093744,-551.6093744,-551.6093744,21.96802764,21.96802764,21.96802764,-573.577402,-573.577402,-573.577402,0,0,0,906.3123358
04-05-2014,1458.063576,-1777.130115,3796.171252,1458.063576,1458.063576,-382.1197064,-382.1197064,-382.1197064,203.7542451,203.7542451,203.7542451,-585.8739515,-585.8739515,-585.8739515,0,0,0,1075.94387
05-05-2014,1458.205442,-1471.582019,4159.84497,1458.205442,1458.205442,-184.1027848,-184.1027848,-184.1027848,411.5590087,411.5590087,411.5590087,-595.6617936,-595.6617936,-595.6617936,0,0,0,1274.102658
06-05-2014,1458.347309,-1996.924059,3568.225426,1458.347309,1458.347309,-773.78528,-773.78528,-773.78528,-171.2908683,-171.2908683,-171.2908683,-602.4944118,-602.4944118,-602.4944118,0,0,0,684.5620285
07-05-2014,1458.489175,-2861.214231,2589.645364,1458.489175,1458.489175,-1647.465111,-1647.465111,-1647.465111,-1041.47232,-1041.47232,-1041.47232,-605.9927916,-605.9927916,-605.9927916,0,0,0,-188.9759366
08-05-2014,1458.631041,-1684.154807,3716.533255,1458.631041,1458.631041,-450.1156304,-450.1156304,-450.1156304,155.7413792,155.7413792,155.7413792,-605.8570096,-605.8570096,-605.8570096,0,0,0,1008.51541
09-05-2014,1458.772907,-1356.349078,3798.238566,1458.772907,1458.772907,-182.1348887,-182.1348887,-182.1348887,419.7405272,419.7405272,419.7405272,-601.8754158,-601.8754158,-601.8754158,0,0,0,1276.638018
10-05-2014,1458.914773,-1797.942025,3877.897964,1458.914773,1458.914773,-571.9631647,-571.9631647,-571.9631647,21.96802764,21.96802764,21.96802764,-593.9311924,-593.9311924,-593.9311924,0,0,0,886.9516082
11-05-2014,1459.056639,-1561.025474,4006.407906,1459.056639,1459.056639,-378.251901,-378.251901,-378.251901,203.7542451,203.7542451,203.7542451,-582.0061461,-582.0061461,-582.0061461,0,0,0,1080.804738
12-05-2014,1459.198505,-1497.528015,4082.272268,1459.198505,1459.198505,-154.6226669,-154.6226669,-154.6226669,411.5590087,411.5590087,411.5590087,-566.1816757,-566.1816757,-566.1816757,0,0,0,1304.575838
13-05-2014,1459.340371,-1821.053769,3396.138743,1459.340371,1459.340371,-717.927802,-717.927802,-717.927802,-171.2908683,-171.2908683,-171.2908683,-546.6369337,-546.6369337,-546.6369337,0,0,0,741.4125693
14-05-2014,1459.482237,-2573.065637,2804.444038,1459.482237,1459.482237,-1565.116603,-1565.116603,-1565.116603,-1041.47232,-1041.47232,-1041.47232,-523.644283,-523.644283,-523.644283,0,0,0,-105.6343652
16-05-2014,1459.76597,-1346.934126,3969.588241,1459.76597,1459.76597,-49.08548542,-49.08548542,-49.08548542,419.7405272,419.7405272,419.7405272,-468.8260126,-468.8260126,-468.8260126,0,0,0,1410.680484
17-05-2014,1459.907836,-1552.721161,3718.831494,1459.907836,1459.907836,-415.968306,-415.968306,-415.968306,21.96802764,21.96802764,21.96802764,-437.9363336,-437.9363336,-437.9363336,0,0,0,1043.93953
18-05-2014,1460.049702,-1631.026214,3949.821236,1460.049702,1460.049702,-201.6920292,-201.6920292,-201.6920292,203.7542451,203.7542451,203.7542451,-405.4462743,-405.4462743,-405.4462743,0,0,0,1258.357673
19-05-2014,1460.191568,-1256.126863,4307.977611,1460.191568,1460.191568,39.61191499,39.61191499,39.61191499,411.5590087,411.5590087,411.5590087,-371.9470938,-371.9470938,-371.9470938,0,0,0,1499.803483
20-05-2014,1460.333434,-1753.045554,3571.334218,1460.333434,1460.333434,-509.3440102,-509.3440102,-509.3440102,-171.2908683,-171.2908683,-171.2908683,-338.053142,-338.053142,-338.053142,0,0,0,950.9894238
21-05-2014,1460.4753,-2609.437243,2783.598765,1460.4753,1460.4753,-1345.858701,-1345.858701,-1345.858701,-1041.47232,-1041.47232,-1041.47232,-304.3863813,-304.3863813,-304.3863813,0,0,0,114.6165992
22-05-2014,1460.617166,-1453.844966,4220.106031,1460.617166,1460.617166,-115.8195626,-115.8195626,-115.8195626,155.7413792,155.7413792,155.7413792,-271.5609418,-271.5609418,-271.5609418,0,0,0,1344.797604
23-05-2014,1460.759032,-1136.978733,4372.229125,1460.759032,1460.759032,179.5723925,179.5723925,179.5723925,419.7405272,419.7405272,419.7405272,-240.1681347,-240.1681347,-240.1681347,0,0,0,1640.331425
24-05-2014,1460.900898,-1439.920278,4108.863792,1460.900898,1460.900898,-188.7942984,-188.7942984,-188.7942984,21.96802764,21.96802764,21.96802764,-210.762326,-210.762326,-210.762326,0,0,0,1272.1066
25-05-2014,1461.042765,-1322.037319,4231.98849,1461.042765,1461.042765,19.90620414,19.90620414,19.90620414,203.7542451,203.7542451,203.7542451,-183.848041,-183.848041,-183.848041,0,0,0,1480.948969
26-05-2014,1461.184631,-1112.297167,4532.698915,1461.184631,1461.184631,251.6903834,251.6903834,251.6903834,411.5590087,411.5590087,411.5590087,-159.8686254,-159.8686254,-159.8686254,0,0,0,1712.875014
27-05-2014,1461.326497,-1738.488491,3800.107565,1461.326497,1461.326497,-310.4876088,-310.4876088,-310.4876088,-171.2908683,-171.2908683,-171.2908683,-139.1967406,-139.1967406,-139.1967406,0,0,0,1150.838888
28-05-2014,1461.468363,-2438.415407,3007.533333,1461.468363,1461.468363,-1163.59923,-1163.59923,-1163.59923,-1041.47232,-1041.47232,-1041.47232,-122.1269109,-122.1269109,-122.1269109,0,0,0,297.8691324
30-05-2014,1461.752095,-992.0442794,4332.732162,1461.752095,1461.752095,320.1888655,320.1888655,320.1888655,419.7405272,419.7405272,419.7405272,-99.55166165,-99.55166165,-99.55166165,0,0,0,1781.940961
31-05-2014,1461.893961,-1463.363418,4166.982905,1461.893961,1461.893961,-72.24089527,-72.24089527,-72.24089527,21.96802764,21.96802764,21.96802764,-94.20892291,-94.20892291,-94.20892291,0,0,0,1389.653066
01-06-2014,1462.035827,-1036.434605,4214.159375,1462.035827,1462.035827,110.9596118,110.9596118,110.9596118,203.7542451,203.7542451,203.7542451,-92.79463337,-92.79463337,-92.79463337,0,0,0,1572.995439
02-06-2014,1462.177693,-970.5720448,4675.977562,1462.177693,1462.177693,316.3791096,316.3791096,316.3791096,411.5590087,411.5590087,411.5590087,-95.17989916,-95.17989916,-95.17989916,0,0,0,1778.556803
03-06-2014,1462.319561,-1650.165215,3911.074226,1462.319561,1462.319561,-272.4510709,-272.4510709,-272.4510709,-171.2908683,-171.2908683,-171.2908683,-101.1602026,-101.1602026,-101.1602026,0,0,0,1189.868491
04-06-2014,1462.46143,-2435.572939,2909.072178,1462.46143,1462.46143,-1151.935355,-1151.935355,-1151.935355,-1041.47232,-1041.47232,-1041.47232,-110.4630358,-110.4630358,-110.4630358,0,0,0,310.5260742
06-06-2014,1462.745166,-954.7185718,4451.331371,1462.745166,1462.745166,282.0779978,282.0779978,282.0779978,419.7405272,419.7405272,419.7405272,-137.6625294,-137.6625294,-137.6625294,0,0,0,1744.823164
07-06-2014,1462.887034,-1618.078218,4167.822003,1462.887034,1462.887034,-132.7945142,-132.7945142,-132.7945142,21.96802764,21.96802764,21.96802764,-154.7625418,-154.7625418,-154.7625418,0,0,0,1330.09252
08-06-2014,1463.028902,-1302.134407,4228.383155,1463.028902,1463.028902,30.13928395,30.13928395,30.13928395,203.7542451,203.7542451,203.7542451,-173.6149612,-173.6149612,-173.6149612,0,0,0,1493.168186
